ENSGID,Condition_A
ENSG00000101246,-0.798639288
ENSG00000285689,-0.799575743
ENSG00000227885,-0.799733434
ENSG00000180155,-0.800377344
ENSG00000134962,-0.800508689
ENSG00000237938,-0.801173018
ENSG00000272084,-0.801648765
ENSG00000236986,-0.801913131
ENSG00000269984,-0.803323848
ENSG00000175161,-0.803381312
ENSG00000033100,-0.803580814
ENSG00000175592,-0.804445171
ENSG00000070388,-0.804704563
ENSG00000163728,-0.804768005
ENSG00000005379,-0.80482523
ENSG00000237017,-0.805373814
ENSG00000111860,-0.806269416
ENSG00000181381,-0.80643684
ENSG00000126214,-0.806518018
ENSG00000228906,-0.806642864
ENSG00000227671,-0.807013126
ENSG00000260293,-0.807178977
ENSG00000169442,-0.807345868
ENSG00000253731,-0.807868867
ENSG00000267279,-0.808545676
ENSG00000280294,-0.808788097
ENSG00000173531,-0.809950341
ENSG00000281128,-0.809967756
ENSG00000162836,-0.810082741
ENSG00000158816,-0.81017809
ENSG00000222489,-0.811072506
ENSG00000169064,-0.811223714
ENSG00000183397,-0.811874141
ENSG00000142765,-0.812447791
ENSG00000104885,-0.813202823
ENSG00000268174,-0.813417928
ENSG00000120645,-0.81384346
ENSG00000043462,-0.814091152
ENSG00000186919,-0.814991143
ENSG00000186594,-0.815011382
ENSG00000125814,-0.816009984
ENSG00000232906,-0.81635845
ENSG00000171759,-0.817181005
ENSG00000137648,-0.81883128
ENSG00000272540,-0.818941204
ENSG00000272079,-0.81923031
ENSG00000175106,-0.819550147
ENSG00000261740,-0.81957152
ENSG00000186010,-0.819589677
ENSG00000165028,-0.820236686
ENSG00000266993,-0.820630112
ENSG00000145214,-0.820637317
ENSG00000105523,-0.820805407
ENSG00000283638,-0.820868687
ENSG00000214425,-0.821043388
ENSG00000138658,-0.821396234
ENSG00000181404,-0.821519197
ENSG00000265148,-0.821749649
ENSG00000172461,-0.821946662
ENSG00000112280,-0.821956769
ENSG00000182463,-0.822021278
ENSG00000139625,-0.822110233
ENSG00000224888,-0.822427852
ENSG00000263826,-0.823055143
ENSG00000160408,-0.823513448
ENSG00000259363,-0.823587317
ENSG00000226824,-0.824168985
ENSG00000258057,-0.824459504
ENSG00000259659,-0.825721134
ENSG00000261087,-0.825863826
ENSG00000106991,-0.826106723
ENSG00000286561,-0.826252279
ENSG00000255920,-0.826347968
ENSG00000235298,-0.826713361
ENSG00000212493,-0.827459313
ENSG00000286545,-0.827915908
ENSG00000110455,-0.828941214
ENSG00000164764,-0.829879314
ENSG00000175893,-0.83092593
ENSG00000163660,-0.831179282
ENSG00000166257,-0.83174986
ENSG00000276334,-0.832299493
ENSG00000188002,-0.832339355
ENSG00000225932,-0.83254079
ENSG00000279691,-0.832861186
ENSG00000226007,-0.833203498
ENSG00000287356,-0.833246649
ENSG00000261136,-0.833529218
ENSG00000010310,-0.833536516
ENSG00000080224,-0.833546542
ENSG00000271862,-0.83355924
ENSG00000267053,-0.833759177
ENSG00000126790,-0.833911991
ENSG00000274386,-0.834410892
ENSG00000233622,-0.834667349
ENSG00000141519,-0.834747163
ENSG00000287878,-0.835018442
ENSG00000147996,-0.8353424
ENSG00000283269,-0.83560599
ENSG00000155307,-0.835939844
ENSG00000221968,-0.836229404
ENSG00000239665,-0.836689549
ENSG00000089847,-0.836824517
ENSG00000182087,-0.83695519
ENSG00000104728,-0.837072372
ENSG00000267191,-0.837394343
ENSG00000196295,-0.837616124
ENSG00000106404,-0.838706956
ENSG00000253507,-0.8390437
ENSG00000152332,-0.839181105
ENSG00000177340,-0.839459078
ENSG00000186470,-0.840444808
ENSG00000256282,-0.840837437
ENSG00000226450,-0.841090971
ENSG00000135318,-0.841923008
ENSG00000267284,-0.842167269
ENSG00000106261,-0.842228997
ENSG00000286223,-0.842483219
ENSG00000275764,-0.842736455
ENSG00000204131,-0.842949694
ENSG00000008226,-0.842955181
ENSG00000220785,-0.843164685
ENSG00000161551,-0.84341765
ENSG00000263551,-0.843545255
ENSG00000276216,-0.843603447
ENSG00000226419,-0.844563776
ENSG00000241749,-0.844772105
ENSG00000224660,-0.844904519
ENSG00000231064,-0.845582611
ENSG00000238741,-0.84568095
ENSG00000180229,-0.845723878
ENSG00000215126,-0.845766602
ENSG00000236810,-0.846421786
ENSG00000170236,-0.846971929
ENSG00000070669,-0.8473181
ENSG00000228705,-0.847743736
ENSG00000228944,-0.847928336
ENSG00000281344,-0.848271513
ENSG00000186812,-0.849059006
ENSG00000138834,-0.849952592
ENSG00000249709,-0.850215256
ENSG00000274667,-0.85044497
ENSG00000260455,-0.85108201
ENSG00000137747,-0.851260433
ENSG00000237977,-0.851773935
ENSG00000126091,-0.851777445
ENSG00000231079,-0.851799772
ENSG00000230590,-0.853067782
ENSG00000166246,-0.853227383
ENSG00000135063,-0.853330662
ENSG00000135740,-0.853517178
ENSG00000240093,-0.853756145
ENSG00000128342,-0.853761198
ENSG00000197608,-0.853898872
ENSG00000246763,-0.854514638
ENSG00000279407,-0.854983503
ENSG00000236144,-0.855055688
ENSG00000273007,-0.855330055
ENSG00000238517,-0.855773329
ENSG00000006652,-0.856169923
ENSG00000135423,-0.856234855
ENSG00000116254,-0.857158481
ENSG00000277072,-0.857576914
ENSG00000245105,-0.857940231
ENSG00000178665,-0.858402055
ENSG00000273489,-0.858840797
ENSG00000267920,-0.858960158
ENSG00000255248,-0.859825324
ENSG00000265142,-0.860108198
ENSG00000079337,-0.860823201
ENSG00000166532,-0.860884842
ENSG00000243649,-0.860951373
ENSG00000175309,-0.861347331
ENSG00000145002,-0.861524611
ENSG00000120832,-0.861571193
ENSG00000172183,-0.86163345
ENSG00000205116,-0.861661825
ENSG00000106366,-0.861727486
ENSG00000104936,-0.861785954
ENSG00000123500,-0.862173324
ENSG00000164049,-0.862411199
ENSG00000243406,-0.862432895
ENSG00000257027,-0.862708356
ENSG00000197168,-0.862861809
ENSG00000161960,-0.862933405
ENSG00000184208,-0.862970816
ENSG00000238266,-0.863059503
ENSG00000257222,-0.86306678
ENSG00000128596,-0.863325675
ENSG00000246339,-0.863327609
ENSG00000275223,-0.863399563
ENSG00000198917,-0.864229942
ENSG00000151224,-0.864706665
ENSG00000178773,-0.864807109
ENSG00000248278,-0.864883781
ENSG00000180071,-0.865476337
ENSG00000204311,-0.865568401
ENSG00000136383,-0.865892644
ENSG00000288649,-0.866476171
ENSG00000255198,-0.866531225
ENSG00000008128,-0.867107361
ENSG00000028277,-0.869295643
ENSG00000153898,-0.869322976
ENSG00000237298,-0.869349228
ENSG00000197530,-0.869450339
ENSG00000162374,-0.869986132
ENSG00000249592,-0.870015782
ENSG00000176909,-0.870858765
ENSG00000124491,-0.871514123
ENSG00000286067,-0.872526956
ENSG00000037042,-0.873086855
ENSG00000009724,-0.873257945
ENSG00000267055,-0.87329355
ENSG00000164620,-0.87332608
ENSG00000235748,-0.873707191
ENSG00000168096,-0.873985917
ENSG00000267855,-0.874028341
ENSG00000154920,-0.874710202
ENSG00000221241,-0.87501685
ENSG00000287262,-0.875029385
ENSG00000123349,-0.875336166
ENSG00000269352,-0.875444628
ENSG00000132793,-0.875524101
ENSG00000255182,-0.875874896
ENSG00000285669,-0.875988945
ENSG00000135407,-0.876389928
ENSG00000218510,-0.877454078
ENSG00000137857,-0.87745515
ENSG00000142512,-0.877771639
ENSG00000281195,-0.878510988
ENSG00000268516,-0.878918666
ENSG00000233251,-0.879224302
ENSG00000235590,-0.879525955
ENSG00000276603,-0.879934165
ENSG00000162814,-0.880481373
ENSG00000182324,-0.880833865
ENSG00000215458,-0.880867337
ENSG00000262766,-0.880879517
ENSG00000109920,-0.881103385
ENSG00000180044,-0.881121337
ENSG00000273729,-0.881329621
ENSG00000272168,-0.881348602
ENSG00000270147,-0.881351449
ENSG00000260948,-0.881403968
ENSG00000235408,-0.88204967
ENSG00000160471,-0.882585247
ENSG00000056558,-0.88267218
ENSG00000196187,-0.882821219
ENSG00000131401,-0.882834742
ENSG00000162949,-0.882900799
ENSG00000134551,-0.883003647
ENSG00000170917,-0.883316949
ENSG00000262703,-0.883399592
ENSG00000268047,-0.883432682
ENSG00000084636,-0.883464077
ENSG00000247199,-0.883806774
ENSG00000267470,-0.883948844
ENSG00000229153,-0.88400063
ENSG00000286708,-0.884210629
ENSG00000260034,-0.885364359
ENSG00000140451,-0.885521393
ENSG00000149781,-0.88587813
ENSG00000187699,-0.885896431
ENSG00000142330,-0.886618661
ENSG00000234281,-0.886715383
ENSG00000179832,-0.886849324
ENSG00000257261,-0.886950305
ENSG00000287625,-0.887012513
ENSG00000230454,-0.887350296
ENSG00000160298,-0.887621073
ENSG00000236782,-0.887748711
ENSG00000054179,-0.887842417
ENSG00000167978,-0.888230682
ENSG00000231881,-0.888561723
ENSG00000270332,-0.888692512
ENSG00000229519,-0.889019971
ENSG00000135678,-0.889102665
ENSG00000108187,-0.890053987
ENSG00000011590,-0.890280986
ENSG00000236780,-0.890306696
ENSG00000205517,-0.891461153
ENSG00000255284,-0.891795727
ENSG00000246859,-0.892364622
ENSG00000088538,-0.892401491
ENSG00000276728,-0.89245097
ENSG00000174501,-0.892775907
ENSG00000139714,-0.893323918
ENSG00000186409,-0.893400321
ENSG00000124224,-0.893521259
ENSG00000283312,-0.893616087
ENSG00000273381,-0.893771288
ENSG00000253893,-0.894481329
ENSG00000131470,-0.894738897
ENSG00000188647,-0.895681824
ENSG00000228327,-0.895768926
ENSG00000245156,-0.895919049
ENSG00000100558,-0.896508193
ENSG00000227388,-0.896594133
ENSG00000154175,-0.896637262
ENSG00000239857,-0.89664871
ENSG00000254034,-0.896792149
ENSG00000172476,-0.896851255
ENSG00000181350,-0.897226332
ENSG00000196277,-0.897934946
ENSG00000137804,-0.898282786
ENSG00000228696,-0.898704048
ENSG00000177042,-0.899025987
ENSG00000272660,-0.899855011
ENSG00000229546,-0.900016099
ENSG00000170271,-0.900503637
ENSG00000205771,-0.900560328
ENSG00000231327,-0.90228398
ENSG00000010610,-0.902330426
ENSG00000120149,-0.902526769
ENSG00000234684,-0.902572023
ENSG00000273373,-0.902607748
ENSG00000177452,-0.902665363
ENSG00000232729,-0.903044879
ENSG00000154485,-0.903091706
ENSG00000163463,-0.903291624
ENSG00000167302,-0.90331958
ENSG00000113721,-0.903630369
ENSG00000145632,-0.903635976
ENSG00000234028,-0.903948152
ENSG00000136895,-0.904412351
ENSG00000249239,-0.905548622
ENSG00000277968,-0.906205498
ENSG00000169914,-0.906745029
ENSG00000224745,-0.907430748
ENSG00000269318,-0.908343765
ENSG00000269867,-0.908401123
ENSG00000267080,-0.908444452
ENSG00000281207,-0.90853981
ENSG00000142347,-0.909052161
ENSG00000269855,-0.909088617
ENSG00000164048,-0.909191589
ENSG00000277496,-0.909229343
ENSG00000269934,-0.909510301
ENSG00000026103,-0.909666007
ENSG00000261386,-0.909814599
ENSG00000286511,-0.91052828
ENSG00000161270,-0.910613284
ENSG00000254876,-0.911070281
ENSG00000249042,-0.911118166
ENSG00000124920,-0.911391035
ENSG00000141258,-0.911545441
ENSG00000196557,-0.911976174
ENSG00000008311,-0.912318553
ENSG00000078795,-0.912496683
ENSG00000255026,-0.912715879
ENSG00000239218,-0.912851704
ENSG00000215580,-0.912862876
ENSG00000173559,-0.912881286
ENSG00000213801,-0.91288392
ENSG00000261118,-0.913230223
ENSG00000279199,-0.913548182
ENSG00000226963,-0.913940057
ENSG00000174227,-0.914194714
ENSG00000079385,-0.914246531
ENSG00000052841,-0.914375966
ENSG00000272033,-0.914421411
ENSG00000206149,-0.914715051
ENSG00000196169,-0.914939973
ENSG00000137474,-0.915208198
ENSG00000272482,-0.915791824
ENSG00000139437,-0.915853973
ENSG00000196873,-0.916022178
ENSG00000250286,-0.917404758
ENSG00000275395,-0.918830241
ENSG00000187796,-0.918862017
ENSG00000227232,-0.919729702
ENSG00000267169,-0.920096798
ENSG00000122481,-0.920105041
ENSG00000176454,-0.920290065
ENSG00000121211,-0.920372128
ENSG00000249859,-0.920535691
ENSG00000279110,-0.920806015
ENSG00000100968,-0.920937565
ENSG00000242086,-0.921509858
ENSG00000244687,-0.92170891
ENSG00000026950,-0.9220084
ENSG00000250999,-0.92206974
ENSG00000228613,-0.922438085
ENSG00000279798,-0.922645435
ENSG00000279342,-0.924187402
ENSG00000254377,-0.924710029
ENSG00000267265,-0.924880998
ENSG00000233025,-0.924896614
ENSG00000126870,-0.925218033
ENSG00000185324,-0.925943654
ENSG00000279696,-0.926421204
ENSG00000285763,-0.926906351
ENSG00000145198,-0.926952377
ENSG00000272054,-0.92725912
ENSG00000229867,-0.928088399
ENSG00000284634,-0.928248594
ENSG00000214553,-0.928501341
ENSG00000150627,-0.92877392
ENSG00000180747,-0.928829356
ENSG00000286976,-0.929090915
ENSG00000203761,-0.929596884
ENSG00000280434,-0.929966555
ENSG00000269226,-0.930093078
ENSG00000145824,-0.930260301
ENSG00000173261,-0.930432153
ENSG00000228748,-0.930601866
ENSG00000229598,-0.931084958
ENSG00000287735,-0.931257008
ENSG00000235194,-0.931297915
ENSG00000285668,-0.932118334
ENSG00000241163,-0.932430634
ENSG00000269680,-0.932682707
ENSG00000241860,-0.932985884
ENSG00000007384,-0.932994336
ENSG00000158125,-0.933941153
ENSG00000237263,-0.934399481
ENSG00000104881,-0.934408241
ENSG00000133466,-0.934809055
ENSG00000221184,-0.935096106
ENSG00000248445,-0.935394382
ENSG00000145020,-0.935752723
ENSG00000237973,-0.936773278
ENSG00000263089,-0.937324885
ENSG00000198590,-0.938420051
ENSG00000213937,-0.938705898
ENSG00000229970,-0.939046597
ENSG00000103154,-0.939320673
ENSG00000223697,-0.9397971
ENSG00000229618,-0.94034686
ENSG00000260000,-0.940367885
ENSG00000169660,-0.940493017
ENSG00000168679,-0.940661158
ENSG00000177990,-0.940958613
ENSG00000176593,-0.941085952
ENSG00000278811,-0.941519957
ENSG00000258649,-0.941637323
ENSG00000012171,-0.941675481
ENSG00000186451,-0.942637483
ENSG00000227660,-0.942676124
ENSG00000136059,-0.942807737
ENSG00000134183,-0.942948634
ENSG00000189409,-0.943273955
ENSG00000283877,-0.943312009
ENSG00000005206,-0.943860116
ENSG00000001626,-0.944060731
ENSG00000279845,-0.944488994
ENSG00000163072,-0.945407695
ENSG00000287387,-0.94543379
ENSG00000167754,-0.945487532
ENSG00000231566,-0.946107576
ENSG00000267419,-0.946269416
ENSG00000188162,-0.947084442
ENSG00000282851,-0.947164968
ENSG00000218226,-0.947704027
ENSG00000185485,-0.947966183
ENSG00000177989,-0.948197626
ENSG00000232006,-0.948567417
ENSG00000266173,-0.948585472
ENSG00000226696,-0.949404196
ENSG00000203635,-0.949906964
ENSG00000272599,-0.95067964
ENSG00000130827,-0.950741088
ENSG00000145975,-0.950874122
ENSG00000238058,-0.950993576
ENSG00000234494,-0.951142254
ENSG00000264895,-0.951614241
ENSG00000128159,-0.951931876
ENSG00000269958,-0.952209004
ENSG00000188389,-0.952288609
ENSG00000224934,-0.952763213
ENSG00000255408,-0.952767102
ENSG00000259972,-0.95413326
ENSG00000238278,-0.954405311
ENSG00000170703,-0.954481679
ENSG00000271580,-0.955084685
ENSG00000265806,-0.956010717
ENSG00000281026,-0.956293267
ENSG00000255468,-0.956951252
ENSG00000213462,-0.957056795
ENSG00000177576,-0.95858142
ENSG00000287724,-0.95872039
ENSG00000260776,-0.959254015
ENSG00000258704,-0.959295267
ENSG00000287825,-0.959324124
ENSG00000253477,-0.959431514
ENSG00000204248,-0.959595047
ENSG00000184619,-0.959741638
ENSG00000221843,-0.960203595
ENSG00000238083,-0.960241775
ENSG00000157999,-0.960343917
ENSG00000167895,-0.960414022
ENSG00000228315,-0.961165598
ENSG00000233436,-0.961305263
ENSG00000249915,-0.961552608
ENSG00000267481,-0.961708561
ENSG00000273759,-0.962774028
ENSG00000196668,-0.963347607
ENSG00000102904,-0.963471564
ENSG00000267002,-0.963582536
ENSG00000260565,-0.963593691
ENSG00000166436,-0.963892692
ENSG00000268006,-0.963905046
ENSG00000231663,-0.96428955
ENSG00000247679,-0.964339907
ENSG00000145335,-0.964436283
ENSG00000243970,-0.96499315
ENSG00000260005,-0.965092151
ENSG00000274602,-0.965195381
ENSG00000161328,-0.965390651
ENSG00000234273,-0.965761738
ENSG00000250950,-0.967926612
ENSG00000263786,-0.968483129
ENSG00000272735,-0.968585043
ENSG00000131797,-0.968671903
ENSG00000267750,-0.96905168
ENSG00000170734,-0.969277723
ENSG00000221978,-0.969431468
ENSG00000169252,-0.969503307
ENSG00000172382,-0.969629015
ENSG00000253200,-0.969646468
ENSG00000230551,-0.970798024
ENSG00000235706,-0.971141791
ENSG00000267432,-0.971225561
ENSG00000200090,-0.971240494
ENSG00000100359,-0.971412701
ENSG00000246792,-0.971717578
ENSG00000160226,-0.971724504
ENSG00000157388,-0.971733437
ENSG00000182676,-0.971772387
ENSG00000196440,-0.971889493
ENSG00000175899,-0.972456436
ENSG00000183562,-0.97245912
ENSG00000279838,-0.972562025
ENSG00000276564,-0.972705325
ENSG00000251666,-0.972721571
ENSG00000240356,-0.97275041
ENSG00000275131,-0.973829713
ENSG00000269696,-0.973990791
ENSG00000008517,-0.974107328
ENSG00000240395,-0.974378223
ENSG00000245149,-0.974946879
ENSG00000074855,-0.975009054
ENSG00000246366,-0.975249492
ENSG00000239382,-0.976080483
ENSG00000261520,-0.976172696
ENSG00000145217,-0.976520981
ENSG00000168477,-0.976562148
ENSG00000172215,-0.976671277
ENSG00000243696,-0.976885953
ENSG00000242797,-0.97724593
ENSG00000140400,-0.977267922
ENSG00000166432,-0.977287729
ENSG00000184381,-0.977438269
ENSG00000238317,-0.977442066
ENSG00000119707,-0.977539174
ENSG00000229097,-0.977603736
ENSG00000084453,-0.977850976
ENSG00000277883,-0.978148301
ENSG00000164398,-0.978669367
ENSG00000260802,-0.978814667
ENSG00000183569,-0.979150685
ENSG00000272696,-0.979206413
ENSG00000237136,-0.979431459
ENSG00000246263,-0.980198378
ENSG00000198870,-0.980410496
ENSG00000175318,-0.980843133
ENSG00000198901,-0.981251392
ENSG00000187775,-0.98164956
ENSG00000177551,-0.981810901
ENSG00000162614,-0.981991404
ENSG00000260007,-0.982017385
ENSG00000230224,-0.983464679
ENSG00000281490,-0.985559938
ENSG00000226210,-0.985624988
ENSG00000213025,-0.985738166
ENSG00000228486,-0.986745365
ENSG00000146352,-0.986765549
ENSG00000224795,-0.987674567
ENSG00000137817,-0.987806798
ENSG00000203667,-0.987979634
ENSG00000231073,-0.988680381
ENSG00000253972,-0.989142094
ENSG00000276248,-0.989210458
ENSG00000248627,-0.989764145
ENSG00000186166,-0.990209475
ENSG00000275023,-0.990386067
ENSG00000155066,-0.990575904
ENSG00000188984,-0.991746307
ENSG00000178127,-0.993632609
ENSG00000228323,-0.99365499
ENSG00000117335,-0.993964661
ENSG00000146592,-0.994092692
ENSG00000250536,-0.99410932
ENSG00000272562,-0.994422398
ENSG00000281706,-0.994455101
ENSG00000271945,-0.995303946
ENSG00000177225,-0.995360775
ENSG00000196296,-0.995599274
ENSG00000260898,-0.995624414
ENSG00000267313,-0.996109266
ENSG00000148690,-0.99665285
ENSG00000225526,-0.996732356
ENSG00000219481,-0.996845651
ENSG00000143382,-0.997028941
ENSG00000240859,-0.998112391
ENSG00000198203,-0.998414294
ENSG00000280239,-0.998475524
ENSG00000187097,-0.999877371
ENSG00000213906,-0.999897388
ENSG00000227825,-1.00026137
ENSG00000147174,-1.000457445
ENSG00000277687,-1.000525027
ENSG00000179406,-1.000701491
ENSG00000149591,-1.002215826
ENSG00000247473,-1.00226272
ENSG00000204172,-1.002264204
ENSG00000148357,-1.003122164
ENSG00000248124,-1.003123487
ENSG00000232237,-1.003550752
ENSG00000260160,-1.003632561
ENSG00000272701,-1.003712807
ENSG00000099725,-1.003893599
ENSG00000186235,-1.004036596
ENSG00000254860,-1.004354683
ENSG00000119943,-1.004430431
ENSG00000170296,-1.005334592
ENSG00000147127,-1.00541621
ENSG00000180881,-1.005772543
ENSG00000265218,-1.006003423
ENSG00000234373,-1.006034609
ENSG00000278963,-1.006084819
ENSG00000144395,-1.006381897
ENSG00000274925,-1.006667131
ENSG00000184988,-1.006741403
ENSG00000058453,-1.007494604
ENSG00000056487,-1.007666327
ENSG00000273891,-1.007957548
ENSG00000124549,-1.008230387
ENSG00000265791,-1.009037433
ENSG00000185742,-1.009063398
ENSG00000103888,-1.009230711
ENSG00000106701,-1.009611821
ENSG00000118322,-1.009758752
ENSG00000159173,-1.010462643
ENSG00000204528,-1.010962695
ENSG00000250027,-1.01111381
ENSG00000168060,-1.012275673
ENSG00000218537,-1.01240324
ENSG00000186301,-1.012409569
ENSG00000129910,-1.013342738
ENSG00000063015,-1.0135685
ENSG00000163050,-1.013695612
ENSG00000270108,-1.013952026
ENSG00000283156,-1.014928483
ENSG00000155657,-1.015088967
ENSG00000111325,-1.015154267
ENSG00000011243,-1.015721677
ENSG00000100311,-1.015768838
ENSG00000185278,-1.015831119
ENSG00000278876,-1.016254146
ENSG00000245281,-1.017260561
ENSG00000263847,-1.017675584
ENSG00000149634,-1.017737962
ENSG00000158286,-1.018171527
ENSG00000261553,-1.018658524
ENSG00000177595,-1.018662177
ENSG00000215158,-1.021925041
ENSG00000167964,-1.022074185
ENSG00000238197,-1.022844841
ENSG00000203721,-1.023213089
ENSG00000112659,-1.024055821
ENSG00000184343,-1.024195443
ENSG00000183134,-1.025286834
ENSG00000257489,-1.025507554
ENSG00000142396,-1.025561806
ENSG00000255458,-1.026132799
ENSG00000144045,-1.026287808
ENSG00000258441,-1.026299598
ENSG00000279078,-1.026485673
ENSG00000280383,-1.026922092
ENSG00000103995,-1.02721662
ENSG00000130540,-1.027219384
ENSG00000263956,-1.027228774
ENSG00000288597,-1.027507569
ENSG00000276449,-1.027691724
ENSG00000250853,-1.02793224
ENSG00000215375,-1.028680789
ENSG00000260167,-1.029073406
ENSG00000262539,-1.029583222
ENSG00000142252,-1.029840652
ENSG00000178567,-1.030080484
ENSG00000279425,-1.030554944
ENSG00000235152,-1.030649828
ENSG00000113555,-1.030882321
ENSG00000232293,-1.030940053
ENSG00000159712,-1.031027349
ENSG00000232593,-1.031056603
ENSG00000163703,-1.032294351
ENSG00000174483,-1.032303308
ENSG00000116717,-1.032384697
ENSG00000122507,-1.032513148
ENSG00000268043,-1.032570236
ENSG00000198088,-1.032603159
ENSG00000108799,-1.032855126
ENSG00000285130,-1.033013554
ENSG00000159496,-1.033281982
ENSG00000221946,-1.033453401
ENSG00000135424,-1.034462983
ENSG00000282458,-1.034641454
ENSG00000203799,-1.034717518
ENSG00000119147,-1.035237666
ENSG00000159086,-1.035355689
ENSG00000225889,-1.035504621
ENSG00000237296,-1.036547418
ENSG00000169856,-1.037389562
ENSG00000283982,-1.037652523
ENSG00000256981,-1.037740642
ENSG00000274021,-1.037974717
ENSG00000246090,-1.037990508
ENSG00000260735,-1.03814785
ENSG00000101199,-1.038320539
ENSG00000230565,-1.038595115
ENSG00000279187,-1.038749649
ENSG00000236430,-1.039378021
ENSG00000258752,-1.039397189
ENSG00000266777,-1.039820486
ENSG00000269086,-1.039832168
ENSG00000234405,-1.039845629
ENSG00000232762,-1.040526489
ENSG00000145700,-1.040574998
ENSG00000237094,-1.040632077
ENSG00000223374,-1.04064705
ENSG00000068028,-1.040702719
ENSG00000235244,-1.041294322
ENSG00000279789,-1.043260291
ENSG00000189136,-1.043852115
ENSG00000226648,-1.044005547
ENSG00000139192,-1.044733725
ENSG00000277758,-1.045328323
ENSG00000232354,-1.045362107
ENSG00000231752,-1.045424681
ENSG00000223969,-1.045512617
ENSG00000174500,-1.046059064
ENSG00000275097,-1.047074562
ENSG00000172965,-1.049156568
ENSG00000152214,-1.049476037
ENSG00000285796,-1.049488069
ENSG00000261366,-1.049635349
ENSG00000182752,-1.049705337
ENSG00000172345,-1.050361249
ENSG00000257433,-1.050516213
ENSG00000248587,-1.051228894
ENSG00000164776,-1.051447515
ENSG00000285416,-1.051758327
ENSG00000100288,-1.051981583
ENSG00000183506,-1.052133873
ENSG00000267414,-1.052255667
ENSG00000183807,-1.05249587
ENSG00000112245,-1.052680976
ENSG00000156219,-1.053074071
ENSG00000144119,-1.053345012
ENSG00000182841,-1.053378453
ENSG00000242759,-1.05379838
ENSG00000221539,-1.054212087
ENSG00000165181,-1.054252843
ENSG00000273079,-1.054474741
ENSG00000181029,-1.054968004
ENSG00000229271,-1.055065928
ENSG00000183604,-1.055402134
ENSG00000105647,-1.055788566
ENSG00000205885,-1.056118291
ENSG00000231104,-1.056273693
ENSG00000270019,-1.056872045
ENSG00000286138,-1.056903583
ENSG00000166839,-1.057262711
ENSG00000152117,-1.058030638
ENSG00000255445,-1.058580611
ENSG00000250938,-1.058998882
ENSG00000188738,-1.059291198
ENSG00000132639,-1.059399192
ENSG00000080293,-1.059544247
ENSG00000188037,-1.059725356
ENSG00000253838,-1.060348254
ENSG00000270871,-1.06213585
ENSG00000127586,-1.062280461
ENSG00000196689,-1.062578386
ENSG00000274292,-1.063183468
ENSG00000167220,-1.063608334
ENSG00000268218,-1.064264028
ENSG00000261654,-1.064416539
ENSG00000280138,-1.066397706
ENSG00000245522,-1.066417638
ENSG00000274652,-1.066587839
ENSG00000180730,-1.066867625
ENSG00000173991,-1.067075679
ENSG00000160469,-1.067959878
ENSG00000280118,-1.068730137
ENSG00000241288,-1.068908773
ENSG00000106113,-1.069531243
ENSG00000135976,-1.069735737
ENSG00000105792,-1.069886408
ENSG00000288675,-1.070770489
ENSG00000279672,-1.072543915
ENSG00000153157,-1.072738284
ENSG00000280486,-1.073790294
ENSG00000157796,-1.074661789
ENSG00000228812,-1.074721598
ENSG00000246250,-1.074860734
ENSG00000273284,-1.075041244
ENSG00000184363,-1.075104335
ENSG00000149201,-1.075258456
ENSG00000226180,-1.075310071
ENSG00000184402,-1.075635913
ENSG00000244627,-1.075857787
ENSG00000267244,-1.076030771
ENSG00000234026,-1.076229496
ENSG00000231999,-1.076286895
ENSG00000106336,-1.076564324
ENSG00000196912,-1.076923675
ENSG00000223508,-1.077262775
ENSG00000237015,-1.077508343
ENSG00000279762,-1.07768496
ENSG00000198658,-1.078052614
ENSG00000188747,-1.078175908
ENSG00000240522,-1.079432653
ENSG00000286431,-1.079978546
ENSG00000267858,-1.08082208
ENSG00000134245,-1.081183215
ENSG00000285816,-1.081247246
ENSG00000186815,-1.082010342
ENSG00000105808,-1.082321484
ENSG00000257715,-1.083388431
ENSG00000182578,-1.084050514
ENSG00000158711,-1.08427707
ENSG00000268030,-1.084675605
ENSG00000155511,-1.085051014
ENSG00000187609,-1.085453578
ENSG00000179564,-1.086012332
ENSG00000262692,-1.086226835
ENSG00000265749,-1.086272013
ENSG00000205485,-1.0865767
ENSG00000215483,-1.086780004
ENSG00000250508,-1.086920754
ENSG00000100429,-1.08718343
ENSG00000197119,-1.087611768
ENSG00000262999,-1.087650714
ENSG00000275552,-1.087673478
ENSG00000229955,-1.087893883
ENSG00000250266,-1.088300621
ENSG00000257270,-1.088517648
ENSG00000177335,-1.089329546
ENSG00000137501,-1.090470564
ENSG00000286279,-1.090628537
ENSG00000285979,-1.090662666
ENSG00000163492,-1.091140782
ENSG00000279500,-1.091547233
ENSG00000283538,-1.091675767
ENSG00000271789,-1.091768194
ENSG00000275017,-1.092413365
ENSG00000245694,-1.092701678
ENSG00000254266,-1.094111185
ENSG00000143994,-1.094169545
ENSG00000214595,-1.09450857
ENSG00000259594,-1.096008479
ENSG00000246451,-1.096141842
ENSG00000183960,-1.09704062
ENSG00000250241,-1.097662607
ENSG00000130844,-1.0980061
ENSG00000267793,-1.098283241
ENSG00000151062,-1.098828957
ENSG00000164404,-1.099592763
ENSG00000214029,-1.09974217
ENSG00000261326,-1.099976693
ENSG00000242588,-1.100487718
