ENSGID,Condition_A
ENSG00000101057,0.618426307
ENSG00000174748,0.618393485
ENSG00000143977,0.617985539
ENSG00000002586,0.617930886
ENSG00000235552,0.617851172
ENSG00000115685,0.617807259
ENSG00000169019,0.617465117
ENSG00000171792,0.61721972
ENSG00000179397,0.617051371
ENSG00000168675,0.616973572
ENSG00000171222,0.616527501
ENSG00000196659,0.616468482
ENSG00000158710,0.616330318
ENSG00000108448,0.61574864
ENSG00000137547,0.615602949
ENSG00000167641,0.615502698
ENSG00000124160,0.615302863
ENSG00000114200,0.615081203
ENSG00000181788,0.614635325
ENSG00000213626,0.614281518
ENSG00000074071,0.613987338
ENSG00000171243,0.61389276
ENSG00000254986,0.613545279
ENSG00000166562,0.612631933
ENSG00000105058,0.6124487
ENSG00000143183,0.612376437
ENSG00000077152,0.612011321
ENSG00000277443,0.611727289
ENSG00000158747,0.611477032
ENSG00000129696,0.611303878
ENSG00000164761,0.611280984
ENSG00000138411,0.610962408
ENSG00000178980,0.610900218
ENSG00000273026,0.610827694
ENSG00000171858,0.610429515
ENSG00000180185,0.610355849
ENSG00000230989,0.610274926
ENSG00000205542,0.609904642
ENSG00000134595,0.609808245
ENSG00000125817,0.609786334
ENSG00000177465,0.609679962
ENSG00000120265,0.609588604
ENSG00000105784,0.609130121
ENSG00000175084,0.609126664
ENSG00000183023,0.609011046
ENSG00000116459,0.608806894
ENSG00000156831,0.608777751
ENSG00000188459,0.608168978
ENSG00000128573,0.60799553
ENSG00000092841,0.607888968
ENSG00000235284,0.607286718
ENSG00000127184,0.607048052
ENSG00000123444,0.607034976
ENSG00000114115,0.606957432
ENSG00000168843,0.6059955
ENSG00000134996,0.605790407
ENSG00000122971,0.605143253
ENSG00000053372,0.604972151
ENSG00000136110,0.604729983
ENSG00000204392,0.604643997
ENSG00000183684,0.604482278
ENSG00000100387,0.604233647
ENSG00000249353,0.604058442
ENSG00000071282,0.603632956
ENSG00000112110,0.603063284
ENSG00000183783,0.602765703
ENSG00000240875,0.602673148
ENSG00000073111,0.602446946
ENSG00000004961,0.60240076
ENSG00000137038,0.601948765
ENSG00000178966,0.601380433
ENSG00000198034,0.601379291
ENSG00000134853,0.601261854
ENSG00000101463,0.600699289
ENSG00000100219,0.598647344
ENSG00000168028,0.5985751
ENSG00000089009,0.598565428
ENSG00000114279,0.598150361
ENSG00000134954,0.598033831
ENSG00000118855,0.597986625
ENSG00000185721,0.597707181
ENSG00000163382,0.597144254
ENSG00000025423,0.596790029
ENSG00000125835,0.596787748
ENSG00000184451,0.596762831
ENSG00000088986,0.596643439
ENSG00000006042,0.596262567
ENSG00000188428,0.59603033
ENSG00000179085,0.59524682
ENSG00000104325,0.594349921
ENSG00000144339,0.594047962
ENSG00000185043,0.59400099
ENSG00000169223,0.59375876
ENSG00000153993,0.593581661
ENSG00000166582,0.593394901
ENSG00000134901,0.592948604
ENSG00000143590,0.592393968
ENSG00000177181,0.59176967
ENSG00000171135,0.591583288
ENSG00000214485,0.591504877
ENSG00000044574,0.591431266
ENSG00000120833,0.5909657
ENSG00000162244,0.59033624
ENSG00000174132,0.589744872
ENSG00000175581,0.589660782
ENSG00000128242,0.589289401
ENSG00000168569,0.589240584
ENSG00000163468,0.588613162
ENSG00000128594,0.588466263
ENSG00000213553,0.588138495
ENSG00000176788,0.588007429
ENSG00000120437,0.587970363
ENSG00000138175,0.587411822
ENSG00000249992,0.587341938
ENSG00000091640,0.586987997
ENSG00000087302,0.586786443
ENSG00000152193,0.586786115
ENSG00000177640,0.586022485
ENSG00000135766,0.58581104
ENSG00000172809,0.585409159
ENSG00000115226,0.584825121
ENSG00000106211,0.5838681
ENSG00000114956,0.58348122
ENSG00000233927,0.583431443
ENSG00000005194,0.582765605
ENSG00000158301,0.582706058
ENSG00000185627,0.582308193
ENSG00000135446,0.581794414
ENSG00000141698,0.581500213
ENSG00000164176,0.58135558
ENSG00000186283,0.581346184
ENSG00000150753,0.581341314
ENSG00000157429,0.58128616
ENSG00000155876,0.581183898
ENSG00000104112,0.581061994
ENSG00000065154,0.58092213
ENSG00000113763,0.580391089
ENSG00000228701,0.580332142
ENSG00000042493,0.580332005
ENSG00000121871,0.580238264
ENSG00000171984,0.58016398
ENSG00000130477,-0.580113698
ENSG00000138688,-0.580435075
ENSG00000235944,-0.580541691
ENSG00000234420,-0.580844878
ENSG00000159958,-0.581606324
ENSG00000169718,-0.58164031
ENSG00000101188,-0.581971557
ENSG00000271828,-0.582076486
ENSG00000233937,-0.58218933
ENSG00000239900,-0.582362781
ENSG00000176953,-0.582645822
ENSG00000233184,-0.58267046
ENSG00000049089,-0.582722224
ENSG00000226329,-0.583151908
ENSG00000259456,-0.583457741
ENSG00000197976,-0.583648007
ENSG00000135596,-0.584525258
ENSG00000267882,-0.584891062
ENSG00000261008,-0.585311069
ENSG00000214135,-0.585488856
ENSG00000062716,-0.58628023
ENSG00000178498,-0.586481968
ENSG00000279722,-0.58658623
ENSG00000267924,-0.586770899
ENSG00000159915,-0.5878125
ENSG00000237575,-0.589313839
ENSG00000234690,-0.589469423
ENSG00000196605,-0.58952934
ENSG00000227811,-0.58979211
ENSG00000107201,-0.589975336
ENSG00000283208,-0.590656609
ENSG00000135164,-0.590681509
ENSG00000250993,-0.590883076
ENSG00000255769,-0.591220821
ENSG00000268686,-0.591510046
ENSG00000279233,-0.59281382
ENSG00000165923,-0.593695201
ENSG00000279735,-0.594010272
ENSG00000100726,-0.59418262
ENSG00000260528,-0.594368511
ENSG00000272800,-0.594926416
ENSG00000085224,-0.594967371
ENSG00000185386,-0.595019849
ENSG00000095066,-0.595121649
ENSG00000272037,-0.595222888
ENSG00000005469,-0.595292268
ENSG00000167377,-0.595361428
ENSG00000173846,-0.596257116
ENSG00000164073,-0.596293585
ENSG00000188859,-0.596447961
ENSG00000148824,-0.596807639
ENSG00000100483,-0.597002535
ENSG00000176728,-0.597189946
ENSG00000267249,-0.597297524
ENSG00000104714,-0.597618299
ENSG00000286416,-0.597652234
ENSG00000180667,-0.597912723
ENSG00000198720,-0.597940233
ENSG00000168772,-0.598051201
ENSG00000147509,-0.598194478
ENSG00000154265,-0.598530386
ENSG00000237227,-0.598572119
ENSG00000108839,-0.59858725
ENSG00000206120,-0.599280585
ENSG00000068831,-0.599567109
ENSG00000259865,-0.599746336
ENSG00000250510,-0.599774014
ENSG00000160961,-0.59982878
ENSG00000213918,-0.599947375
ENSG00000250802,-0.599948501
ENSG00000172932,-0.60020837
ENSG00000014914,-0.600521624
ENSG00000236779,-0.601050173
ENSG00000279452,-0.601055666
ENSG00000184786,-0.60105804
ENSG00000143630,-0.601082982
ENSG00000181523,-0.601262105
ENSG00000175591,-0.601444599
ENSG00000269906,-0.601667695
ENSG00000077044,-0.602073313
ENSG00000273271,-0.602221907
ENSG00000197847,-0.603009807
ENSG00000080854,-0.603772576
ENSG00000124251,-0.604219455
ENSG00000182272,-0.604789508
ENSG00000241336,-0.604892315
ENSG00000185088,-0.605271894
ENSG00000234232,-0.605366929
ENSG00000079134,-0.605498506
ENSG00000284606,-0.605552013
ENSG00000164707,-0.606096481
ENSG00000227486,-0.606198754
ENSG00000138061,-0.606641164
ENSG00000108509,-0.606652809
ENSG00000155256,-0.606892929
ENSG00000268947,-0.606942267
ENSG00000270823,-0.607101778
ENSG00000100941,-0.607190519
ENSG00000059145,-0.607517511
ENSG00000250365,-0.607951074
ENSG00000229020,-0.608365576
ENSG00000007541,-0.608452394
ENSG00000213742,-0.608565008
ENSG00000259692,-0.608715775
ENSG00000181798,-0.60876989
ENSG00000082512,-0.60885483
ENSG00000197301,-0.608874191
ENSG00000184863,-0.60893685
ENSG00000279331,-0.609102632
ENSG00000110841,-0.609359501
ENSG00000276517,-0.61017703
ENSG00000198420,-0.610317314
ENSG00000092758,-0.611323567
ENSG00000203872,-0.612233344
ENSG00000143882,-0.612301312
ENSG00000266680,-0.612353616
ENSG00000137103,-0.612521609
ENSG00000262209,-0.612863458
ENSG00000116539,-0.613096423
ENSG00000177106,-0.613187545
ENSG00000170667,-0.613418067
ENSG00000158805,-0.613556693
ENSG00000132330,-0.613609133
ENSG00000132879,-0.613836785
ENSG00000113739,-0.614145757
ENSG00000280122,-0.614215707
ENSG00000263307,-0.61451491
ENSG00000138798,-0.614691928
ENSG00000108773,-0.614885886
ENSG00000261098,-0.616634116
ENSG00000125447,-0.616721186
ENSG00000162994,-0.617148505
ENSG00000229358,-0.61791956
ENSG00000263968,-0.618252849
ENSG00000158813,-0.618565318
ENSG00000260136,-0.618739432
ENSG00000073584,-0.618932034
ENSG00000206573,-0.618969174
ENSG00000133619,-0.619591182
ENSG00000169851,-0.620321279
ENSG00000227533,-0.620426858
ENSG00000120256,-0.620538261
ENSG00000101745,-0.620594972
ENSG00000122483,-0.620738847
ENSG00000251136,-0.620847058
ENSG00000229132,-0.620890639
ENSG00000137225,-0.621212786
ENSG00000172602,-0.62126856
ENSG00000167619,-0.621799493
ENSG00000150394,-0.621824248
ENSG00000152527,-0.622140604
ENSG00000118407,-0.623196277
ENSG00000074356,-0.623263413
ENSG00000102805,-0.62327633
ENSG00000173947,-0.623589804
ENSG00000003756,-0.624634719
ENSG00000163393,-0.624825284
ENSG00000127507,-0.62483261
ENSG00000169026,-0.624893385
ENSG00000277342,-0.62498303
ENSG00000220804,-0.625054462
ENSG00000237638,-0.625338343
ENSG00000162687,-0.625400228
ENSG00000185596,-0.625623118
ENSG00000072195,-0.62597278
ENSG00000128833,-0.62598156
ENSG00000177463,-0.626297653
ENSG00000253771,-0.62653838
ENSG00000213071,-0.627435984
ENSG00000197070,-0.62756399
ENSG00000188825,-0.627601146
ENSG00000279356,-0.627735521
ENSG00000013573,-0.627751359
ENSG00000189007,-0.628206933
ENSG00000237877,-0.628362848
ENSG00000225697,-0.62851719
ENSG00000176928,-0.628575801
ENSG00000271966,-0.628582755
ENSG00000260711,-0.628630984
ENSG00000243701,-0.628711503
ENSG00000286362,-0.628823892
ENSG00000199145,-0.629157425
ENSG00000272918,-0.629353717
ENSG00000287837,-0.629500745
ENSG00000059728,-0.629989395
ENSG00000146205,-0.630180819
ENSG00000172139,-0.630257087
ENSG00000273599,-0.630588703
ENSG00000138185,-0.631060762
ENSG00000065413,-0.631664084
ENSG00000262801,-0.632631016
ENSG00000213231,-0.63281737
ENSG00000261324,-0.632903248
ENSG00000198467,-0.633253095
ENSG00000257150,-0.633992564
ENSG00000116151,-0.634055443
ENSG00000233527,-0.634565412
ENSG00000130158,-0.634683112
ENSG00000134780,-0.634825266
ENSG00000128191,-0.634928997
ENSG00000130222,-0.635060285
ENSG00000179588,-0.635135643
ENSG00000127831,-0.636057795
ENSG00000226674,-0.63654617
ENSG00000100784,-0.636621494
ENSG00000106078,-0.637519487
ENSG00000198208,-0.63771873
ENSG00000255717,-0.638170256
ENSG00000146350,-0.638272823
ENSG00000132938,-0.638528382
ENSG00000162931,-0.639195333
ENSG00000272034,-0.639560543
ENSG00000174950,-0.639648014
ENSG00000197291,-0.640297967
ENSG00000173137,-0.640441245
ENSG00000119938,-0.640601067
ENSG00000122417,-0.641313109
ENSG00000265107,-0.641592073
ENSG00000230530,-0.641720108
ENSG00000039139,-0.642407546
ENSG00000173821,-0.643121378
ENSG00000116213,-0.644155664
ENSG00000221944,-0.644550048
ENSG00000173482,-0.644678042
ENSG00000140836,-0.645511131
ENSG00000225721,-0.646309746
ENSG00000176248,-0.646353122
ENSG00000185100,-0.646554907
ENSG00000198625,-0.646821667
ENSG00000120889,-0.646852907
ENSG00000253106,-0.646973798
ENSG00000149231,-0.647788711
ENSG00000188211,-0.647940746
ENSG00000147180,-0.649088092
ENSG00000135248,-0.649307294
ENSG00000280832,-0.649572781
ENSG00000260404,-0.650574311
ENSG00000288595,-0.650805027
ENSG00000078487,-0.651020104
ENSG00000283674,-0.651061741
ENSG00000204271,-0.652018859
ENSG00000273274,-0.652463157
ENSG00000099625,-0.652479005
ENSG00000110900,-0.652760952
ENSG00000200534,-0.653212279
ENSG00000163013,-0.653357923
ENSG00000124067,-0.653911965
ENSG00000150995,-0.654002713
ENSG00000173269,-0.654002732
ENSG00000251143,-0.654139465
ENSG00000204764,-0.654256329
ENSG00000251369,-0.654263206
ENSG00000161082,-0.654304976
ENSG00000188735,-0.654356869
ENSG00000246308,-0.65520437
ENSG00000170322,-0.655256586
ENSG00000249715,-0.655640067
ENSG00000205038,-0.656575634
ENSG00000164050,-0.656792078
ENSG00000108433,-0.656797996
ENSG00000225285,-0.657085684
ENSG00000158863,-0.657464864
ENSG00000131591,-0.657588429
ENSG00000162341,-0.657968873
ENSG00000282572,-0.658571648
ENSG00000168769,-0.658663446
ENSG00000256092,-0.659455248
ENSG00000178026,-0.659555517
ENSG00000126583,-0.660181992
ENSG00000095397,-0.660329631
ENSG00000064687,-0.660353792
ENSG00000088836,-0.660375321
ENSG00000171962,-0.660502486
ENSG00000105982,-0.660503901
ENSG00000101004,-0.660589668
ENSG00000137070,-0.660607636
ENSG00000197302,-0.660608721
ENSG00000174945,-0.661196249
ENSG00000142046,-0.661626952
ENSG00000127419,-0.661865481
ENSG00000260630,-0.662103984
ENSG00000272654,-0.662502766
ENSG00000178761,-0.663307211
ENSG00000184985,-0.663555759
ENSG00000264044,-0.663825364
ENSG00000214765,-0.663933843
ENSG00000279457,-0.663991424
ENSG00000114656,-0.664242124
ENSG00000006118,-0.664682595
ENSG00000124222,-0.664842211
ENSG00000226688,-0.665296651
ENSG00000158715,-0.665392401
ENSG00000124140,-0.665522984
ENSG00000238062,-0.665621982
ENSG00000258388,-0.665829411
ENSG00000004534,-0.666609848
ENSG00000248671,-0.667623785
ENSG00000221164,-0.667638977
ENSG00000232956,-0.66772073
ENSG00000269713,-0.667805292
ENSG00000236204,-0.667860957
ENSG00000184908,-0.668369358
ENSG00000240230,-0.668626075
ENSG00000132716,-0.668770653
ENSG00000285847,-0.668800995
ENSG00000021300,-0.668878957
ENSG00000214140,-0.669082708
ENSG00000129347,-0.66946239
ENSG00000247675,-0.669556762
ENSG00000166435,-0.670305749
ENSG00000160796,-0.670449939
ENSG00000272807,-0.670513504
ENSG00000279865,-0.670650122
ENSG00000178917,-0.67066668
ENSG00000159733,-0.67082419
ENSG00000181513,-0.671689233
ENSG00000160766,-0.672027276
ENSG00000171357,-0.672391839
ENSG00000179630,-0.672569159
ENSG00000116396,-0.673026387
ENSG00000231993,-0.67311751
ENSG00000174353,-0.673887749
ENSG00000114757,-0.673907024
ENSG00000280128,-0.673915506
ENSG00000182108,-0.673966464
ENSG00000105499,-0.67447423
ENSG00000205740,-0.674625284
ENSG00000285857,-0.67485017
ENSG00000158163,-0.675586376
ENSG00000279765,-0.67586337
ENSG00000103245,-0.675871342
ENSG00000188227,-0.676215484
ENSG00000109771,-0.676598584
ENSG00000232748,-0.676845993
ENSG00000189014,-0.676997457
ENSG00000133958,-0.677087863
ENSG00000233483,-0.678507774
ENSG00000177359,-0.678700764
ENSG00000184307,-0.679048465
ENSG00000256940,-0.67937809
ENSG00000234911,-0.679589692
ENSG00000249167,-0.679832347
ENSG00000174307,-0.680707316
ENSG00000259736,-0.68085012
ENSG00000143545,-0.681158634
ENSG00000198221,-0.681289975
ENSG00000234072,-0.681426388
ENSG00000273828,-0.68147672
ENSG00000173826,-0.681578014
ENSG00000172638,-0.68168728
ENSG00000156395,-0.681893162
ENSG00000077454,-0.682095117
ENSG00000176700,-0.682274304
ENSG00000162650,-0.683000622
ENSG00000153558,-0.683027435
ENSG00000283103,-0.683057643
ENSG00000189108,-0.683292619
ENSG00000002016,-0.683419646
ENSG00000013364,-0.683578157
ENSG00000223476,-0.68374804
ENSG00000126001,-0.683951254
ENSG00000223959,-0.684239384
ENSG00000187187,-0.6846504
ENSG00000182600,-0.685368095
ENSG00000254676,-0.685745675
ENSG00000268575,-0.686040094
ENSG00000255145,-0.686632992
ENSG00000134955,-0.686785232
ENSG00000183145,-0.686988778
ENSG00000136531,-0.687286889
ENSG00000149609,-0.687415749
ENSG00000232995,-0.687681449
ENSG00000179240,-0.687920593
ENSG00000198838,-0.688520935
ENSG00000144362,-0.688602597
ENSG00000166321,-0.68904055
ENSG00000240288,-0.689151342
ENSG00000182791,-0.690178963
ENSG00000267565,-0.690535552
ENSG00000196220,-0.691328773
ENSG00000260947,-0.691412823
ENSG00000219626,-0.691502094
ENSG00000197162,-0.691594567
ENSG00000270964,-0.691709408
ENSG00000261884,-0.692231993
ENSG00000102780,-0.692334687
ENSG00000248131,-0.692654542
ENSG00000189430,-0.693268854
ENSG00000160602,-0.693270686
ENSG00000172403,-0.694054325
ENSG00000213062,-0.694153597
ENSG00000067191,-0.694773962
ENSG00000223459,-0.694863624
ENSG00000007312,-0.695226828
ENSG00000244479,-0.696543077
ENSG00000186472,-0.696952467
ENSG00000196756,-0.697022562
ENSG00000249348,-0.697434277
ENSG00000235374,-0.6974569
ENSG00000265394,-0.697753991
ENSG00000114735,-0.69852392
ENSG00000175322,-0.698931216
ENSG00000287430,-0.699241133
ENSG00000086570,-0.699696551
ENSG00000285728,-0.700227297
ENSG00000151914,-0.700233524
ENSG00000156345,-0.700515259
ENSG00000130714,-0.700810042
ENSG00000146215,-0.701111114
ENSG00000124613,-0.701434868
ENSG00000161996,-0.701550868
ENSG00000232442,-0.701634487
ENSG00000276007,-0.702087496
ENSG00000198089,-0.702094011
ENSG00000214331,-0.70219406
ENSG00000287376,-0.702449133
ENSG00000166012,-0.703234599
ENSG00000156427,-0.703236586
ENSG00000100416,-0.703438584
ENSG00000015479,-0.70592595
ENSG00000244055,-0.706097341
ENSG00000161647,-0.706149766
ENSG00000288596,-0.706322967
ENSG00000236859,-0.706590613
ENSG00000286989,-0.707096178
ENSG00000116329,-0.70723622
ENSG00000269918,-0.707463478
ENSG00000164663,-0.707758673
ENSG00000266900,-0.707969606
ENSG00000198198,-0.708272946
ENSG00000067840,-0.708782679
ENSG00000086730,-0.708897485
ENSG00000196366,-0.708955381
ENSG00000173157,-0.710342284
ENSG00000279059,-0.710517535
ENSG00000162069,-0.710536474
ENSG00000198466,-0.710690873
ENSG00000187122,-0.710703226
ENSG00000172426,-0.710746451
ENSG00000281091,-0.710788627
ENSG00000217801,-0.711023268
ENSG00000235066,-0.711450508
ENSG00000182389,-0.71159427
ENSG00000244625,-0.711652699
ENSG00000261732,-0.711712335
ENSG00000279114,-0.711838539
ENSG00000180385,-0.712227746
ENSG00000029534,-0.712420674
ENSG00000229036,-0.712559294
ENSG00000224418,-0.712668977
ENSG00000226332,-0.712788598
ENSG00000006062,-0.712833745
ENSG00000261556,-0.71288698
ENSG00000010327,-0.712984872
ENSG00000138792,-0.713266763
ENSG00000248712,-0.714144196
ENSG00000180902,-0.714201125
ENSG00000162664,-0.714333734
ENSG00000148384,-0.714986026
ENSG00000272501,-0.715781909
ENSG00000265565,-0.715828012
ENSG00000214193,-0.715907505
ENSG00000172840,-0.716247747
ENSG00000256904,-0.716389848
ENSG00000237232,-0.716484183
ENSG00000224086,-0.716530431
ENSG00000196776,-0.717102726
ENSG00000119688,-0.717339444
ENSG00000119139,-0.717412224
ENSG00000258366,-0.717537599
ENSG00000117616,-0.717863567
ENSG00000239713,-0.718099589
ENSG00000171680,-0.718132071
ENSG00000244161,-0.718187642
ENSG00000165684,-0.718343606
ENSG00000141837,-0.718723475
ENSG00000123612,-0.718982671
ENSG00000232859,-0.719010724
ENSG00000244124,-0.719125133
ENSG00000245213,-0.719608933
ENSG00000138316,-0.719627691
ENSG00000127914,-0.719737993
ENSG00000149483,-0.719889259
ENSG00000105707,-0.720133466
ENSG00000220205,-0.720138417
ENSG00000100068,-0.720272807
ENSG00000258384,-0.72034559
ENSG00000072840,-0.722098976
ENSG00000188385,-0.722403335
ENSG00000236423,-0.722919448
ENSG00000169246,-0.723057449
ENSG00000146063,-0.723543827
ENSG00000227218,-0.723837955
ENSG00000184731,-0.724080142
ENSG00000242516,-0.72521433
ENSG00000149573,-0.725395691
ENSG00000157036,-0.725579152
ENSG00000272338,-0.725873622
ENSG00000071909,-0.726086051
ENSG00000197961,-0.726393845
ENSG00000050767,-0.726832637
ENSG00000250302,-0.726850982
ENSG00000136935,-0.726935933
ENSG00000109065,-0.727318309
ENSG00000213782,-0.727575968
ENSG00000152760,-0.727610533
ENSG00000279170,-0.727777727
ENSG00000284770,-0.728902639
ENSG00000197471,-0.729090799
ENSG00000260267,-0.729442803
ENSG00000259203,-0.729726848
ENSG00000132199,-0.730171685
ENSG00000269243,-0.73044721
ENSG00000250305,-0.730850071
ENSG00000131368,-0.731134913
ENSG00000173933,-0.731146302
ENSG00000239523,-0.73177246
ENSG00000185697,-0.731949054
ENSG00000121904,-0.732677359
ENSG00000188277,-0.732771235
ENSG00000223773,-0.73341771
ENSG00000166448,-0.733840816
ENSG00000225037,-0.734161807
ENSG00000214176,-0.734214487
ENSG00000196167,-0.734384295
ENSG00000175711,-0.734804749
ENSG00000215241,-0.735955328
ENSG00000277383,-0.73676547
ENSG00000248746,-0.737469173
ENSG00000160439,-0.738093836
ENSG00000147421,-0.738251365
ENSG00000270231,-0.738432533
ENSG00000283491,-0.738598864
ENSG00000197989,-0.739093667
ENSG00000228709,-0.739132877
ENSG00000182923,-0.73945462
ENSG00000139793,-0.739856087
ENSG00000217930,-0.740072393
ENSG00000260852,-0.740087913
ENSG00000269815,-0.740310387
ENSG00000273329,-0.741236709
ENSG00000261663,-0.74153911
ENSG00000165125,-0.741552334
ENSG00000188185,-0.741645633
ENSG00000038219,-0.742566066
ENSG00000132635,-0.743078487
ENSG00000137558,-0.743275524
ENSG00000172667,-0.743980806
ENSG00000168026,-0.743997678
ENSG00000182326,-0.744310825
ENSG00000198835,-0.744322386
ENSG00000238035,-0.744375068
ENSG00000261840,-0.74475677
ENSG00000144802,-0.745193377
ENSG00000247373,-0.745470848
ENSG00000278987,-0.74576385
ENSG00000116785,-0.745869093
ENSG00000224790,-0.745947493
ENSG00000253553,-0.74605383
ENSG00000160271,-0.746110234
ENSG00000171219,-0.746563993
ENSG00000250486,-0.747332483
ENSG00000196547,-0.747682792
ENSG00000255585,-0.7477872
ENSG00000149596,-0.748587733
ENSG00000261267,-0.749730793
ENSG00000134030,-0.7500037
ENSG00000234787,-0.750067919
ENSG00000092098,-0.750334463
ENSG00000123999,-0.750487699
ENSG00000239883,-0.750621929
ENSG00000179967,-0.750841367
ENSG00000260807,-0.750959459
ENSG00000200156,-0.750991385
ENSG00000136002,-0.751541903
ENSG00000254365,-0.752076827
ENSG00000260578,-0.752280326
ENSG00000146216,-0.752640177
ENSG00000258890,-0.753514107
ENSG00000272655,-0.753668981
ENSG00000276136,-0.753690658
ENSG00000124813,-0.754012703
ENSG00000183891,-0.754394055
ENSG00000255837,-0.754761627
ENSG00000227518,-0.755122132
ENSG00000224699,-0.755166898
ENSG00000283930,-0.75526247
ENSG00000060718,-0.756306673
ENSG00000272221,-0.75643605
ENSG00000255240,-0.756519437
ENSG00000111837,-0.756983527
ENSG00000270629,-0.757532747
ENSG00000234197,-0.757568708
ENSG00000122515,-0.757802275
ENSG00000185946,-0.757906361
ENSG00000274210,-0.758125557
ENSG00000279249,-0.758660509
ENSG00000233922,-0.758860857
ENSG00000142408,-0.759016605
ENSG00000147454,-0.75917985
ENSG00000205639,-0.759215393
ENSG00000279495,-0.759396548
ENSG00000198707,-0.759611991
ENSG00000259687,-0.759798008
ENSG00000245573,-0.760101832
ENSG00000121310,-0.760179924
ENSG00000162997,-0.76061231
ENSG00000271714,-0.760712861
ENSG00000287808,-0.760721033
ENSG00000183454,-0.760826183
ENSG00000196990,-0.760933579
ENSG00000228204,-0.761535977
ENSG00000233384,-0.761977367
ENSG00000258725,-0.762447959
ENSG00000173230,-0.762595639
ENSG00000188766,-0.762668117
ENSG00000111077,-0.762914906
ENSG00000199879,-0.763318535
ENSG00000163141,-0.76403313
ENSG00000160305,-0.764233726
ENSG00000009413,-0.764504371
ENSG00000105339,-0.764616642
ENSG00000221066,-0.764856443
ENSG00000160299,-0.76565632
ENSG00000112599,-0.765737604
ENSG00000127957,-0.765875503
ENSG00000123700,-0.766056511
ENSG00000271576,-0.766131761
ENSG00000270325,-0.766605869
ENSG00000130045,-0.766976546
ENSG00000257621,-0.767040407
ENSG00000276744,-0.767179736
ENSG00000287005,-0.767394776
ENSG00000205913,-0.767928514
ENSG00000274943,-0.767930532
ENSG00000236015,-0.76814109
ENSG00000247137,-0.768153993
ENSG00000207751,-0.768224101
ENSG00000256591,-0.768770301
ENSG00000139725,-0.768844059
ENSG00000175197,-0.768989271
ENSG00000267394,-0.769219168
ENSG00000277590,-0.76952335
ENSG00000163482,-0.769867491
ENSG00000005961,-0.770208079
ENSG00000198785,-0.770278493
ENSG00000149716,-0.771214231
ENSG00000124370,-0.772421594
ENSG00000242193,-0.772514898
ENSG00000163666,-0.772772756
ENSG00000227256,-0.773041723
ENSG00000214248,-0.773483826
ENSG00000147162,-0.773738832
ENSG00000140416,-0.774166006
ENSG00000222724,-0.774427124
ENSG00000099974,-0.774445253
ENSG00000100058,-0.774513861
ENSG00000100060,-0.774532201
ENSG00000234912,-0.77457059
ENSG00000163435,-0.77469283
ENSG00000166965,-0.775077603
ENSG00000100346,-0.775143846
ENSG00000248740,-0.775313315
ENSG00000175894,-0.775715248
ENSG00000235513,-0.775751391
ENSG00000025708,-0.775951416
ENSG00000182796,-0.776013321
ENSG00000238198,-0.776044133
ENSG00000275437,-0.777198556
ENSG00000198010,-0.777729608
ENSG00000247151,-0.778718393
ENSG00000273173,-0.778740254
ENSG00000260233,-0.778894096
ENSG00000115648,-0.779484083
ENSG00000131584,-0.779768791
ENSG00000103269,-0.7802643
ENSG00000213366,-0.780779118
ENSG00000146530,-0.780867695
ENSG00000157890,-0.780976924
ENSG00000138778,-0.781061574
ENSG00000160201,-0.781473398
ENSG00000213057,-0.781574001
ENSG00000204427,-0.782048076
ENSG00000227848,-0.782242204
ENSG00000133460,-0.782555217
ENSG00000144026,-0.78269169
ENSG00000215154,-0.783176864
ENSG00000285517,-0.783318124
ENSG00000276672,-0.783620236
ENSG00000162032,-0.783876409
ENSG00000165828,-0.783958657
ENSG00000229298,-0.784265321
ENSG00000237238,-0.784682908
ENSG00000245275,-0.784705615
ENSG00000095564,-0.784845265
ENSG00000241343,-0.784982426
ENSG00000245248,-0.785056179
ENSG00000254433,-0.785593583
ENSG00000256422,-0.785780082
ENSG00000125462,-0.785838412
ENSG00000225470,-0.785870609
ENSG00000285437,-0.786183738
ENSG00000224975,-0.786313523
ENSG00000173535,-0.786561057
ENSG00000164616,-0.786773203
ENSG00000175768,-0.787734603
ENSG00000188153,-0.787734657
ENSG00000242375,-0.787766767
ENSG00000204623,-0.788029271
ENSG00000252473,-0.788154389
ENSG00000255310,-0.788160203
ENSG00000280195,-0.788197781
ENSG00000138131,-0.788555178
ENSG00000100583,-0.789002816
ENSG00000279464,-0.789114326
ENSG00000187987,-0.789148642
ENSG00000103168,-0.790105174
ENSG00000123901,-0.790444949
ENSG00000167992,-0.790453995
ENSG00000261578,-0.790873911
ENSG00000225507,-0.790942757
ENSG00000269737,-0.791014398
ENSG00000228393,-0.791051942
ENSG00000286863,-0.791479775
ENSG00000179583,-0.79181694
ENSG00000176236,-0.792233425
ENSG00000234219,-0.792243711
ENSG00000266074,-0.792657768
ENSG00000224597,-0.79271729
ENSG00000068400,-0.792871603
ENSG00000224843,-0.792949701
ENSG00000287830,-0.794389399
ENSG00000174669,-0.794588559
ENSG00000272980,-0.794653495
ENSG00000144674,-0.795635166
ENSG00000170919,-0.795666649
ENSG00000236364,-0.795711432
ENSG00000246922,-0.796138688
ENSG00000288598,-0.797052056
ENSG00000236438,-0.797743475
ENSG00000234062,-0.797760181
ENSG00000227014,-0.798137328
